06/08/2022,Parrish & Heimbecker Limited,617-1002 Canola P + H Kegworth to Louis Dreyfus 15830 (38.67),798.00  
06/08/2022,Parrish & Heimbecker Limited,617-1000 Canola  P + H Kegworth to Louis Dreyfus 14961 (34.98),798.00  
06/08/2022,Parrish & Heimbecker Limited,617-1001 Canola  P + H Kegworth to Louis Dreyfus 14961 (36.35),798.00  
06/08/2022,Natural Proteins Inc.,20852-1 Corn R + R Catellier to Hogan Farms 15749-15750,770.07  
06/08/2022,Bunge,328657 Canola Patterson Killarney to Bunge Altona 15748,752.25  
06/08/2022,Trouw Nutrition,3730023 Soy RockLake to Trouw Ste Anne 15327,750.00  
06/08/2022,Richardson,10701492 Corn Richardson Pioneer to Husky Minnedosa 15598,747.49  
06/08/2022,Hylife,7025096 HYLIFE 3023838860 Canola Meal Bunge Altona to Hylife Killarney 15333,729.63  
06/08/2022,Hylife,7025090 Soymeal Mid Canada to Hylife Killarney 15747,703.89  
06/08/2022,Natural Proteins Inc.,20879-1 Pineland Farms to Steinbach Feeds 15715-15716,700.80  
06/08/2022,Natural Proteins Inc.,20863-1 Wheat Norm Gosselin to Steinbach Feeds 15419-15420,673.50  
06/08/2022,Red River Grain,4310 Corn RRG Altona to MF Grunthal 15334,671.20  
06/08/2022,Richardson,2000361595 Canola Richardson Pioneer to ROP Yorkton 14955,622.86  
06/08/2022,Richardson,2000361596 Canola Richardson Pioneer to Richardson Yorkton 15599,615.02  
06/08/2022,Natural Proteins Inc.,20855-1 Wheat A-Plus to Hatchery 15422-15423 (38.84),600.00  
06/08/2022,Natural Proteins Inc.,20857-1 Oat Hulls Emerson MIlling to RPC Blumenort 15854,593.30  
06/08/2022,Richardson,10702035 Barley 2 MT Acres to 15416,539.16  
06/08/2022,Richardson,10702031 Feed Wheat Richardson Pioneer to Trouw Ste Anne 15831 FUEL CHARGE,537.31  
06/08/2022,Richardson,10702030 Wheat Richardson Canora to Trouw Ste Anne 15714 FUEL CHARGE,537.07  
06/08/2022,Natural Proteins Inc.,20870-1 Soymeal NPI to ML Niverville 15332,534.96  
06/08/2022,Natural Proteins Inc.,20871-1 Soymeal NPI to ML Landmark 15418,526.92  
06/08/2022,Richardson,10701794 Wheat Richardson Yorkton to Hylife Randolph 15962 FUEL CHARGE,522.29  
06/08/2022,Natural Proteins Inc.,20859-1 Corn Janzen Farms to MTJF 15425 (39.09),480.00  
06/08/2022,Triman,6057423 Corn Triman Farms to Hylife Randolph 15858,466.92  
06/08/2022,Natural Proteins Inc.,20866-1 Soymeal NPI Ste Anne to Trouw Otterburne 15421,461.76  
06/08/2022,Triman,6057422 Corn Triman Farms to Hylife Randolph 15857 (36.87),456.00  
06/08/2022,Natural Proteins Inc.,20872-1 Soymeal NPI Ste Anne to ML Landmark 15856,455.16  
06/08/2022,Richardson,2000361625 Canola Richardson Crooked River to Richardson Yorkton 15710 FUEL CHARGE,439.02  
06/08/2022,Richardson,2000361626 Canola Richardson Crooked River to Richardson Yorkton 15713 FUEL CHARGE,438.23  
06/08/2022,Richardson,10701492 Corn Richardson Pioneer to Husky Minnedosa 15598 FUEL CHARGE,351.32  
06/08/2022,Richardson,2000361595 Canola Richardson Pioneer to ROP Yorkton 14955 FUEL CHARGE,292.74  
06/08/2022,Richardson,2000361596 Canola Richardson Pioneer to Richardson Yorkton 15599 FUEL CHARGE,289.06  
06/08/2022,Richardson,10702035 Barley 2 MT Acres to 15416 FUEL CHARGE,253.41  
13/08/2022,JGL,128661 Oats Avena Foods to Prarie Lakes 14970-14971,"1,550.52  "
13/08/2022,JGL,128459 Canola Meal Bunge Harrowby to Olysky Ogema 15868,"1,533.00  "
13/08/2022,JGL,128460 Canola Meal Bunge Harrowby to Olysky Ogema 14968-14969,"1,518.30  "
13/08/2022,JGL,128660 Oats Avena Foods to Prarie Lakes 14966-14967 (38),"1,512.00  "
13/08/2022,JGL,128458 Canola Meal Bunge Harrowby to Olysky Ogema 14964-14965,"1,508.85  "
13/08/2022,Prairie Ag Commodity Trading,MI0137186 Grain Screenings AGT to Pact 15870-15871,"1,200.00  "
13/08/2022,Richardson,10702990 Wheat Richardson Canora to RFM Hylife 15605,"1,186.38  "
13/08/2022,Natural Proteins Inc.,20901-1 Wheat IP Foods to Masterfeeds Grunthal 15345-15346,"1,175.04  "
13/08/2022,Trouw Nutrition,3725648 Oat Hulls Richardson Portage to Trouw Ste Anne 15336,"1,150.00  "
13/08/2022,Red River Grain,4314 Corn RRG to WestBend Ventures 14963,"1,076.88  "
13/08/2022,Red River Grain,4312 Corn RRG Altona to WestBend Ventures 15866,"1,058.88  "
13/08/2022,Red River Grain,4313 Corn RRG Altona to WestBend Shoal Lake 15603,"1,054.08  "
13/08/2022,Adroit Overseas Ent. Ltd.,P21221108-02 Corn Barnabe Farms to Husky Minnedosa 15343,"1,027.92  "
13/08/2022,Adroit Overseas Ent. Ltd.,P21221108-01 Corn Barnabe Freres to Husky Minnedosa 15835,"1,021.20  "
13/08/2022,Adroit Overseas Ent. Ltd.,P21221115-06 Corn Toews Family to Husky Minnedosa 15717-15718,871.80  
13/08/2022,WLT Distributors,46515 Dical Border Chemical to ML Arborg 15127,850.00  
13/08/2022,JGL,128433 Canola Meal Bunge Harrowby to Olysky Theodore 15873-15874,844.40  
13/08/2022,Richardson,10702626 Corn Richardson Minnedosa to ML Niverville 15721,750.55  
13/08/2022,Richardson,10702627 Barley Richardson Minnedosa to ML Niverville 15836,748.00  
13/08/2022,Bunge,331085 Canola Paterson Killarney to Bunge Altona 15838,747.66  
13/08/2022,Bunge,331084 Canola Paterson Grain to Bunge Altona 15833,747.49  
13/08/2022,Bunge,332570 Canola Paterson Killarney to Bunge Altona 15841,746.81  
13/08/2022,Natural Proteins Inc.,20894-1 Wheat Pineland Farms to Unger Feeds 15862-15863,739.04  
13/08/2022,Hylife,7025188 HYLIFE 3023869004 Canola Meal Bunge Altona to Hylife Killarney 15832,726.83  
13/08/2022,Hylife,7025189 HYLIFE 3023869005 Canola Meal Bunge Altona to Hylife Killarney 15840,725.84  
13/08/2022,Natural Proteins Inc.,20920-1 Wheat Boyco to PPP 15126-15150,717.12  
13/08/2022,Hylife,6057577 HYLIFE 3023887953 Canola Meal Bunge Altona to Hylife Randolph 15608,636.99  
13/08/2022,Hylife,6057453 7025175 HYLIFE 3023868995 Canola Meal Bunge Altona to Hylife Killarney 15837,636.84  
13/08/2022,Richardson,2000362292 Canola Richardson Shoal Lake to ROP Yorkton 15867,615.58  
13/08/2022,Hylife,6057025 HYLIFE 624-2837 Corn P + H Dugald to Hylfie Randolph 15338,595.49  
13/08/2022,Hylife,6057407 HYLIFE 624-2463 Corn P + H Dugald to Hylife Randolph 15348,594.54  
13/08/2022,Hylife,6057409 HYLIFE 624-2472 Corn P + H Dugald to Hylife Randolph 16001,594.14  
13/08/2022,Hylife,6057027 HYLIFE 624-2839 Corn P + H Dugald to Hylife Randolph 15347,593.33  
13/08/2022,Hylife,6057026 HYLIFE 624-2838 Corn P + H Dugald to Hylife Randolph 15340,592.38  
13/08/2022,Hylife,6057023 HYLIFE 624-2835 Corn P + H Dugald to Hylife Randolph 15337,590.49  
13/08/2022,Hylife,6057024 HYLIFE 624-2836 P + H Dugald to Hylife Randolph 15865,589.95  
13/08/2022,Richardson,2000362293 Canola Richardson Shoal Lake to Richardson Yorkton 15604,588.28  
13/08/2022,Hylife,6057410 HYLIFE 624-2477 Corn P + H Dugald to Hylife Randolph 16002,588.06  
13/08/2022,Richardson,10702990 Wheat Richardson Canora to RFM Hylife 15605 FUEL CHARGE,557.60  
13/08/2022,Hylife,6057450 HYLIFE 3023868992 Canola Meal Bunge Altona to HYlife Randolph 15834,550.86  
13/08/2022,Hylife,6057453 HYLIFE 3023868997 Canola Meal Bunge Altona to Hylife Randolph 15839,547.52  
13/08/2022,Natural Proteins Inc.,Corn Rolling Prarie to NPI 15341,542.76  
13/08/2022,Natural Proteins Inc.,20908-1 Soymeal NPI Blumenort to ML Landmark 15864,530.88  
13/08/2022,Natural Proteins Inc.,20910-1 Soymeal NPI Blumenort to ML Niverville 15606,530.76  
13/08/2022,Natural Proteins Inc.,Corn Rolling Prarie to NPI Blumenort 15339,530.52  
13/08/2022,Natural Proteins Inc.,20909-1 Soymeal NPI Blumenort to ML Niverville 15335,528.60  
13/08/2022,Natural Proteins Inc.,20907-1 Soymeal NPI to Steinbach Feeds 15876,496.20  
13/08/2022,Natural Proteins Inc.,20892-1 Corn Janzen Farms to MTJF 15724-15725 (39.69),480.00  
13/08/2022,Triman,Corn Triman to Hylife Randolph 15723,476.16  
13/08/2022,Triman,Corn Triman to Hylife Randolph 15607,474.12  
13/08/2022,Natural Proteins Inc.,20906-1 Soymeal NPI to Nutreco Otterburne  15342,459.84  
13/08/2022,Natural Proteins Inc.,20905-1 Soymeal NPI to Boonstra 15722,442.80  
13/08/2022,Richardson,10702471 Corn Richardson Brandon to Husky Minnedosa 15719,360.16  
13/08/2022,Richardson,10702472 Corn Richardson Brandon to Husky Minnedosa 15720,360.16  
13/08/2022,Richardson,10702626 Corn Richardson Minnedosa to ML Niverville 15721 FUEL CHARGE,352.76  
13/08/2022,Richardson,10702627 Barley Richardson Minnedosa to ML Niverville 15836 FUEL CHARGE,351.56  
13/08/2022,Richardson,10702474 Corn Richardson Brandon to Husky Minnedosa 15872,349.76  
13/08/2022,Richardson,2000362292 Canola Richardson Shoal Lake to ROP Yorkton 15867 FUEL CHARGE,289.32  
13/08/2022,Richardson,2000362293 Canola Richardson Shoal Lake to Richardson Yorkton 15604 FUEL CHARGE,276.49  
13/08/2022,Prairie Ag Commodity Trading,MI0137186 Grain Screenings AGT to Pact 15870-15871 WAITING TIME,200.00  
13/08/2022,Richardson,10702471 Corn Richardson Brandon to Husky Minnedosa 15719 FUEL CHARGE,169.28  
13/08/2022,Richardson,10702472 Corn Richardson Brandon to Husky Minnedosa 15720 FUEL CHARGE,169.28  
13/08/2022,Richardson,10702474 Corn Richardson Brandon to Husky Minnedosa 15872 FUEL CHARGE,164.39  
13/08/2022,WLT Distributors,46515 Dical Border Chemical to ML Arborg 15127 WAITING FEE,125.00  
20/08/2022,Natural Proteins Inc.,20935-1 Wheat Mattew Zurba to Steinbach Feeds 15846-15847,"1,638.56  "
20/08/2022,Natural Proteins Inc.,20949-1 Soybeans Jacob Heide to MC Commodities 15957-15958,"1,600.00  "
20/08/2022,Sollio Agriculture Western Division,SO0036472 Chicken Feed Sollio to TC Cluckers 15844,"1,541.40  "
20/08/2022,JGL,128791 Canola Meal Bunge Harrowby to Olysky 14974,"1,536.15  "
20/08/2022,JGL,128792 Canola Meal Bunge Harrowby to Olysky 15527-15528,"1,463.35  "
20/08/2022,Sheldon Toews,20932-1 Soybeans Sheldon Toews to NPI 15954,"1,344.30  "
20/08/2022,Sollio Agriculture Western Division,Feed Sollio Winnipeg to TC Cluckers 15956,"1,295.00  "
20/08/2022,Natural Proteins Inc.,20931-1 Corn Mylana Farms to Sheldon Pine River 15952-15953,"1,281.60  "
20/08/2022,Natural Proteins Inc.,20904-1 Barley Murray Farms to Rainbow Farms Landmark 16003-14972,"1,259.16  "
20/08/2022,Richardson,10702985 Wheat Richardson Canora to Hylife Randolph 15875,"1,192.86  "
20/08/2022,Richardson,10702991 Wheat Richardson Pioneer to Hylife Randolph 15845,"1,189.35  "
20/08/2022,Natural Proteins Inc.,20948-1 Barley Murray Farms to Rainbow Colony 15879-15880,"1,186.64  "
20/08/2022,Natural Proteins Inc.,20936-1 Wheat IP Foods to Steinbach Feeds 15850,"1,173.96  "
20/08/2022,Natural Proteins Inc.,20952-1 Barley Sunpoint to Tobacco Creek 15133-15134,"1,125.54  "
20/08/2022,Red River Grain,4330 Corn RRG to Westbend Ventures 14973,"1,086.00  "
20/08/2022,Adroit Overseas Ent. Ltd.,P21221108-03 Corn Barnabe Freres to Husky Minnedosa 15848,"1,026.48  "
20/08/2022,Adroit Overseas Ent. Ltd.,P21221119-01 Corn Bartley Farms to Minnedosa 15132,979.34  
20/08/2022,Adroit Overseas Ent. Ltd.,P21220914-02 Corn Edwin Guenther to Husky Minnedosa 15877,963.93  
20/08/2022,Bunge,332967 43259 Canola Paterson Killarney to Bunge Altona 15130,749.53  
20/08/2022,Bunge,332968 43473 Canola Paterson Killarney  to Bunge Altona 15136,746.81  
20/08/2022,Richardson,10703543 RICHARDSON 248759 Corn Richardson Southlakes to Husky Minnedosa 15878,744.43  
20/08/2022,Hylife,7025320 HYLIFE 3023898407 Canola Meal Bunge Altona to Hylife Killarney 15129,726.50  
20/08/2022,Hylife,7025322 HYLIFE 3023898409  Canola Meal Bunge Altona to Hylife Killarney 15135,724.19  
20/08/2022,Richardson,2000363095 Canola Richardson White City to Yorkton Oilseed 15526,671.55  
20/08/2022,Hylife,6057408 HYLIFE 624-2468 Corn  Dugald to Hylife Randolph 15804,595.22  
20/08/2022,Richardson,10702985 Wheat Richardson Canora to Hylife Randolph 15875 FUEL CHARGE,560.64  
20/08/2022,Hylife,6057657 HYLIFE 3023898402 Canola Meal Bunge Altona to Hylife Randolph 15137,549.70  
20/08/2022,Natural Proteins Inc.,20944-1 Soymeal NPI to Steinbach Hatchery 16004,548.16  
20/08/2022,Hylife,6057652 HYLIFE 3023898445 Canola Meal Bunge Altona to Hylife Randolph 15131,547.67  
20/08/2022,Natural Proteins Inc.,20942-1 Soymeal NPI to ML Landmark 15843,539.76  
20/08/2022,Natural Proteins Inc.,20943-1 Soymeal NPI to ML Niverville 15955,526.92  
20/08/2022,Richardson,10702991 Wheat Richardson Pioneer to Hylife Randolph 15845 FUEL CHARGE,499.53  
20/08/2022,Natural Proteins Inc.,20945-1 Soymeal NPI to Trouw Otterburne 15951,451.08  
20/08/2022,Richardson,10703570 RICHARDSON 248698 Corn Richardson Brandon to Husky Minnedosa 15805,348.48  
20/08/2022,Richardson,10703543 RICHARDSON 248759 Corn Richardson Southlakes to Husky Minnedosa 15878 FUEL CHARGE,312.66  
20/08/2022,Richardson,2000363095 Canola Richardson White City to Yorkton Oilseed 15526 FUEL CHARGE,282.05  
20/08/2022,Richardson,10703570 RICHARDSON 248698 Corn Richardson Brandon to Husky Minnedosa 15805 FUEL CHARGE,146.36  
20/08/2022,Hylife,7025175 Canola Meal Bunge Altona to Hylife Killarney 15837,0.00  
27/08/2022,Hylife,6057976 HYLIFE 3023922425 Canola Meal Bunge Harrowby to Hylife Randolph 15964,"1,489.54  "
27/08/2022,Hylife,6057978 HYLIFE 3023922427 Canola Meal Bunge Altona to Hylife Randolph 15667,"1,484.44  "
27/08/2022,Natural Proteins Inc.,20957-1 Barley John Thow to MTJF 15966-15967,"1,473.28  "
27/08/2022,Hylife,6057977 HYLIFE 3023922426 Canola Meal Bunge Harrowby to Hylife Randolph 15970,"1,460.64  "
27/08/2022,Richardson,10703497 Wheat Richardson Canora to Hylife Randolph 15529,"1,213.92  "
27/08/2022,Trouw Nutrition,3725650 Oat Hulls Richardson Portage to Trouw Ste Anne 15140,"1,150.00  "
27/08/2022,Adroit Overseas Ent. Ltd.,P21221190-01 Corn Barnabe Freres to Hamiota Feedlot 15960,"1,128.66  "
27/08/2022,Adroit Overseas Ent. Ltd.,P21220884-01 Corn Mark Guenther to Husky Minnedosa 15965,"1,111.82  "
27/08/2022,Red River Grain,4353 Corn RRG Altona to Westbend Shoal Lake 15968,"1,100.40  "
27/08/2022,Red River Grain,4354 Corn RRG Altona to Westbend Shoal Lake 11670,"1,097.76  "
27/08/2022,Adroit Overseas Ent. Ltd.,P21220914-01 ADROIT 248639 Corn Edwin Guenther to Husky Minnedosa 15963,"1,083.99  "
27/08/2022,Red River Grain,4349 RRG 3023909280 Canola Meal Bunge Altona to West Bend Shoal Lake 15657-15658,"1,067.04  "
27/08/2022,Richardson,10705007 Wheat Richardson Whitewood to Hylife Randolph 15659,"1,058.64  "
27/08/2022,Richardson,10705012 RICHARDSON 6057803 Wheat Richardson Whitewood to Hylife Randolph 11673,"1,053.36  "
27/08/2022,Adroit Overseas Ent. Ltd.,P21220884-02 Corn Mark Guenther to Husky Minnedosa 15665-15666,992.91  
27/08/2022,Richardson,10705020 RICHARDSON 4502060376-10 Barley Richardson Shoal Lake to ML Winkler 11671,792.00  
27/08/2022,Richardson,10705047 RICHARDSON 248940 Corn Richardson Southlakes to Husky Minnedosa 11672,746.81  
27/08/2022,Richardson,4000034435 Oats Richardson Red River to Richardson Portage 11668,661.65  
27/08/2022,Richardson,4000034434 Oats Richardson Letellier to Richardson Portage 15139,661.50  
27/08/2022,Richardson,4000034433 oats Red River South to Can Oats Portage 15663,661.50  
27/08/2022,Natural Proteins Inc.,20694-1 Wheat Frosty Pine to Steinbach Hatchery 11662-11663,639.66  
27/08/2022,Natural Proteins Inc.,20970-1 Wheat Heese Dairy to Steinbach Feeds 15668-15669,618.24  
27/08/2022,Richardson,2000363327 Canola Richardson Shoal Lake to ROP Yorkton 15969,614.46  
27/08/2022,Natural Proteins Inc.,20999-1 Corn Janzen Farms to PPP 11665-11667 (39.03),560.00  
27/08/2022,Natural Proteins Inc.,20966-1 Corn Rolling Prarie Farms to MTJF 15661-15662 (37.93),559.02  
27/08/2022,Natural Proteins Inc.,20965-1 Wheat R + R Catellier to Steinbach Hatchery 11660-11661 (37.66),555.24  
27/08/2022,Natural Proteins Inc.,21025-2 Oat Hulls Emerson Milling to RPC Blumenort 15766,550.20  
27/08/2022,Natural Proteins Inc.,20974-1 Soymeal NPI to ML Landmark 15655,540.48  
27/08/2022,Natural Proteins Inc.,20975-1 Soymeal NPI to Steinbach Feeds 15660,530.04  
27/08/2022,Richardson,10705001 RICHARDSON 6057792 Wheat Richardson Dundonald to Hylife Randolph 11669,528.60  
27/08/2022,Richardson,10705000 RICHARDSON 6057791 Wheat Richardson Dundonald to Hylife Randolph 15143,527.76  
27/08/2022,Richardson,10705004 RICHARDSON 6057795 Wheat Richardson Dundonald to Hylife Randolph 15664,525.72  
27/08/2022,Natural Proteins Inc.,20963-1 Wheat NPI to Steinbach Hatchery 11664,522.00  
27/08/2022,Richardson,Fuel Charge,509.85  
27/08/2022,Natural Proteins Inc.,20973-1 Soymeal NPI to Nutreco Otterburne 15959,456.12  
27/08/2022,Richardson,Fuel Charge,444.63  
27/08/2022,Richardson,Fuel Charge,442.41  
27/08/2022,Richardson,Fuel Charge,332.64  
27/08/2022,Richardson,Fuel Charge,313.66  
27/08/2022,Richardson,Fuel Charge,277.89  
27/08/2022,Richardson,Fuel Charge,277.83  
27/08/2022,Richardson,FUEL 4000034433 oats Red River South to Can Oats Portage 15663,277.83  
27/08/2022,Richardson,Fuel Charge,258.19  
27/08/2022,Richardson,Fuel Charge,222.01  
27/08/2022,Richardson,Fuel Charge,221.66  
27/08/2022,Richardson,Fuel Charge,220.80  
27/08/2022,Natural Proteins Inc.,20975-1 Soymeal NPI to Steinbach Feeds 15660 BROKEN DOWN FEE,150.00  
27/08/2022,Adroit Overseas Ent. Ltd.,P21221119-02 Corn R and S to Husky Minnedosa 15141-15142,23.00  
03/09/2022,Red River Seeds David Hamblin,5 Rye Northern Acres to RRS Morris 15614,"1,649.46  "
03/09/2022,Trouw Nutrition,3742921 Oat Hulls Richardson Portage to Trouw Ste Anne 15757,"1,150.00  "
03/09/2022,Richardson,10706400 RICHARDSON 6057811 Wheat Richardson Yorkton to Hylife Randolph 15927,"1,077.12  "
03/09/2022,Richardson,10706399 Wheat Richardson Yorkton to Hylife Randolph 15672,"1,052.88  "
03/09/2022,Adroit Overseas Ent. Ltd.,P21220882-01 Corn Edwin Guenther to Husky Minnedosa 15758,993.83  
03/09/2022,Adroit Overseas Ent. Ltd.,P21221029-02 Corn Toews Family to Husky Minnedosa 15974,917.80  
03/09/2022,Bunge,334939 Canola Paterson Killarney to Bunge Altona 15929,764.15  
03/09/2022,Richardson,10706311 RICHARDSON 249139 Corn Richardson Southlakes to Husky 15670,747.32  
03/09/2022,Richardson,2000363761 Canola Richardson Brandon to Richardson Yorkton 15926,746.30  
03/09/2022,Richardson,10706301 RICHARDSON 6057812 Corn Richardson LilyField to Husky Minnedosa 15612,745.96  
03/09/2022,Richardson,2000363762 Canola Richardson Brandon to ROP Yorkton 15759,745.62  
03/09/2022,Hylife,7025582 HYLIFE 3023932197 Canola Meal Bunge Altona to Hylife Killarney 15928,743.16  
03/09/2022,Natural Proteins Inc.,21007-3 Wheat Pineland Farms to Steinbach Hatchery 15761-15762,686.55  
03/09/2022,Natural Proteins Inc.,21007-2 Wheat Pineland Farms to Steinbach Hatchery 15610-15611,672.90  
03/09/2022,Natural Proteins Inc.,21007-4 Wheat Pineland Farms to Steinbach Feeds 15615-15616,670.35  
03/09/2022,Natural Proteins Inc.,21007-1 Wheat Pineland Farms to Steinbach Hatchery 15755-15756,652.80  
03/09/2022,Red River Seeds David Hamblin,5 Rye Andrew Farms to RRS Morris 15765,647.92  
03/09/2022,Red River Seeds David Hamblin,2 Rye Andrew Farms to RRS Morris 15752,636.30  
03/09/2022,Red River Seeds David Hamblin,4 Rye Andrew Farms to RRS Morris 15609,636.02  
03/09/2022,Richardson,2000363663 Canola Richardson Shoal Lake to Yorkton Seeds 15613,618.10  
03/09/2022,Red River Seeds David Hamblin,3 Rye Andrew Farms to RRS Morris 12648,616.28  
03/09/2022,Richardson,2000363662 Canola Richardson Shoal Lake to Richardson Yorkton 15671,614.88  
03/09/2022,Red River Seeds David Hamblin,1 Rye Andrew Farms to RRS Morris 15751,581.28  
03/09/2022,Lowell Penner,15972 Wheat Lowell Penner to P + H Dugald,570.84  
03/09/2022,Hylife,6057842 HYLIFE 3023922350 Canola Meal Bunge Altona to Hylife Randolph 15930,568.40  
03/09/2022,Lowell Penner,15973 Wheat Lowell Penner to P + H Dugald,548.64  
03/09/2022,Lowell Penner,15617 Wheat Lowell Penner to Dugald P + H,540.36  
03/09/2022,Natural Proteins Inc.,21019-1 Soymeal NPI to ML Landmark 15971,540.24  
03/09/2022,Natural Proteins Inc.,21042-1 Soymeal NPI to Steinbach Hatchery 15763,529.08  
03/09/2022,Richardson,10706400 RICHARDSON 6057811 Wheat Richardson Yorkton to Hylife Randolph 15927 FUEL CHARGE,484.70  
03/09/2022,Natural Proteins Inc.,21010-1 Corn Rolling Prarie Farms to MTJF 15674-15675,481.32  
03/09/2022,Richardson,10706399 Wheat Richardson Yorkton to Hylife Randolph 15672 FUEL CHARGE,473.80  
03/09/2022,Natural Proteins Inc.,21018-1 Soymeal NPI to Nutreco Otterburne 11674,456.24  
03/09/2022,Richardson,10705076 RICHARDSON 248904 Corn Richardson Brandon to Husky Minnedosa 15975,360.80  
03/09/2022,Richardson,10706311 RICHARDSON 249139 Corn Richardson Southlakes to Husky 15670  FUEL CHARGE,336.29  
03/09/2022,Richardson,2000363761 Canola Richardson Brandon to Richardson Yorkton 15926 FUEL CHARGE,335.84  
03/09/2022,Richardson,10706301 RICHARDSON 6057812 Corn Richardson LilyField to Husky Minnedosa 15612 FUEL CHARGE,335.68  
03/09/2022,Richardson,2000363762 Canola Richardson Brandon to ROP Yorkton 15759 FUEL CHARGE,335.53  
03/09/2022,Richardson,2000363663 Canola Richardson Shoal Lake to Yorkton Seeds 15613 FUEL CHARGE,278.15  
03/09/2022,Richardson,2000363662 Canola Richardson Shoal Lake to Richardson Yorkton 15671 FUEL CHARGE,276.70  
03/09/2022,Richardson,10705076 RICHARDSON 248904 Corn Richardson Brandon to Husky Minnedosa 15975 FUEL CHARGE,162.36  
10/09/2022,JGL,129561 Canola Meal Bunge Harowby to Olysky 15531,"1,584.10  "
10/09/2022,JGL,129563 Corn Richardson Cornine to Canmark Family Farm 15533,"1,274.84  "
10/09/2022,Natural Proteins Inc.,21008-1 Barley Murray Farms to Rainbow Farms 15961-15673,"1,159.48  "
10/09/2022,Richardson,10707502 Oat Hulls Richardson Portage to Elskamp 15909,"1,150.00  "
10/09/2022,Trouw Nutrition,3742922 Oat Hulls Richardson Portage to Trouw Ste Anne 15620,"1,150.00  "
10/09/2022,Red River Grain,4400 Corn RRG to Westbend 15937,"1,105.75  "
10/09/2022,Adroit Overseas Ent. Ltd.,P21221322-01 Barley PJ Neufeld to Adroit Niverville 15624,"1,053.36  "
10/09/2022,Red River Grain,4401 Corn Corn RRG to WestBend 15530,"1,043.75  "
10/09/2022,Natural Proteins Inc.,21055-1 Barley Sunpoint Acres to Rainbow Farms 15902-15903,"1,034.54  "
10/09/2022,Adroit Overseas Ent. Ltd.,P21221106-08 Wheat Crescent Bay Farms to Sollio  15144-15145,921.50  
10/09/2022,Adroit Overseas Ent. Ltd.,P21220949-02 Corn Toews Family to Husky Minnedosa 15901,901.80  
10/09/2022,Adroit Overseas Ent. Ltd.,P21221262-01 Wheat Foster Farms to Sollio 15770-15769,851.40  
10/09/2022,WLT Distributors,46761 Biofos Border Chemical to WLT 15618-15619,850.00  
10/09/2022,Adroit Overseas Ent. Ltd.,P21221106-07 Wheat Crescent Bay Farms to Sollio 15772-15773,827.26  
10/09/2022,Richardson,10706903 Wheat Richardson Shoal Lake to Hylife Randolph 15938,810.18  
10/09/2022,Natural Proteins Inc.,21047-1 Soymeal NPI to ML Souris 15623,793.26  
10/09/2022,Natural Proteins Inc.,21046-1 Soymeal NPI to ML Arborg 15768,792.72  
